0	Metschnikowia_drakensbergensis	7784057
1	Lachancea_fantastica	7484574
2	Cyberlindnera_suaveolens	8323871
3	Nakazawaea_holstii	9173621
4	Ascoidea_rubescens	10763763
5	Lachancea_lanzarotensis	7425681
6	Candida_versatilis	7157364
7	Komagataella_populi	7346488
8	Cephaloascus_fragrans	8731677
9	Lachancea_nothofagi	7580073
10	Yarrowia_keelungensis	9099657
11	Metschnikowia_hibisci	7766880
12	Saccharomycopsis_capsularis	10161037
13	Aciculoconidium_aculeatum	9218878
14	Metschnikowia_aberdeeniae	7586408
15	Hanseniaspora_uvarum	6639052
16	Botryozyma_nematodophila	9297909
17	Kluyveromyces_dobzhanskii	7328816
18	Debaryomyces_maramus	8622506
19	Metschnikowia_cerradonensis	8816283
20	Candida_sojae	7400007
21	Metschnikowia_ipomoeae	8491076
22	Scheffersomyces_stipitis	9606175
23	Candida_fructus	7478976
24	Candida_vartiovaarae	8011786
25	Cephaloascus_albidus	9641171
26	Candida_albicans	9060520
27	Candida_blattae	8470997
28	Ogataea_pini	8417052
29	Phaffomyces_thermotolerans	8106498
30	Spathaspora_girioi	9383479
31	Debaryomyces_nepalensis	8789906
32	Kazachstania_viticola	8296833
33	Blastobotrys_peoriensis	9108562
34	Tortispora_ganteri	7197979
35	Nakaseomyces_bacillisporus	7579257
36	Tortispora_starmeri	7006329
37	Candida_restingae	8043963
38	Saprochaete_clavata	10556271
39	Yarrowia_divulgata	9443891
40	Candida_schatavii	9335625
41	Lipomyces_arxii	10522926
42	Saturnispora_serradocipensis	7492458
43	Ogataea_polymorpha	7548685
44	Nakaseomyces_delphensis	7696326
45	Hanseniaspora_osmophila	7953861
46	Kodamaea_laetipori	9097042
47	Citeromyces_matritensis	9044391
48	Kazachstania_yakushimaensis	8524351
49	Saccharomyces_uvarum	8239523
50	Kuraishia_ogatae	8862906
51	Spencermartinsiella_europaea	9169234
52	Martiniozyma_abiesophila	9999616
53	Zygoascus_ofunaensis	8590871
54	Priceomyces_haplophilus	7946330
55	Peterozyma_xylosa	9060534
56	Metschnikowia_similis	8231279
57	Candida_salmanticensis	8585646
58	Torulaspora_delbrueckii	7169574
59	Candida_tanzawaensis	8397431
60	Eremothecium_sinecaudum	6626985
61	Torulaspora_pretoriensis	8911752
62	Saturnispora_dispora	7435724
63	Cyberlindnera_americana	8343809
64	Kluyveromyces_lactis	7379217
65	Lachancea_waltii	7589112
66	Candida_gatunensis	8276288
67	Ambrosiozyma_oregonensis	10072821
68	Sugiyamaella_lignohabitans	9451346
69	Alloascoidea_hylecoeti	12934909
70	Nadsonia_fulvescens	9486074
71	Barnettozyma_populi	8179966
72	Debaryomyces_hansenii	9049466
73	Lipomyces_starkeyi	11242440
74	Ambrosiozyma_maleeae	8431617
75	Metschnikowia_arizonensis	8105214
76	Metschnikowia_kamakouana	8190483
77	Nakazawaea_peltata	8336422
78	Barnettozyma_pratensis	8615331
79	Candida_tenuis	8299160
80	Candida_hawaiiana	7807372
81	Vanderwaltozyma_polyspora	8582615
82	Phaffomyces_opuntiae	8714054
83	Kregervanrija_delftensis	8802047
84	Naumovozyma_castellii	8291130
85	Candida_wancherniae	7656705
86	Candida_oregonensis	8159843
87	Pachysolen_tannophilus	8895723
88	Kregervanrija_fluxuum	8926913
89	Kazachstania_kunashirensis	7954629
90	Metschnikowia_hamakuensis	8519829
91	Candida_fragi	8199162
92	Ogataea_ramenticola	9148395
93	Kurtzmaniella_cleridarum	8041556
94	Pichia_exigua	8147556
95	Wickerhamomyces_bovis	8285133
96	Candida_rhagii	8713908
97	Ambrosiozyma_pseudovanderkliftii	9160619
98	Spathaspora_hagerdaliae	10012640
99	Wickerhamomyces_ciferrii	9810310
100	Candida_glabrata	7936587
101	Debaryomyces_subglobosus	8767174
102	Hyphopichia_burtonii	8934492
103	Lipomyces_kononenkoae	10217418
104	Ogataea_kodamae	7421248
105	Lachancea_fermentati	7610143
106	Lachancea_dasiensis	7434329
107	Candida_montana	8870834
108	Trigonopsis_variabilis	7699182
109	Saturnispora_zaruensis	7431435
110	Zygosaccharomyces_bisporus	7464144
111	Ogataea_naganishii	8555005
112	Candida_apicola	6821592
113	Hanseniaspora_clermontiae	6589760
114	Kazachstania_rosinii	8337195
115	Kazachstania_africana	7807161
116	Pichia_occidentalis	8480270
117	Kluyveromyces_marxianus	7604475
118	Wickerhamomyces_anomalus	9340447
119	Metschnikowia_borealis	8566260
120	Ambrosiozyma_philentoma	11019951
121	Lipomyces_oligophaga	8736912
122	Diddensiella_caesifluorescens	8696953
123	Lachancea_quebecensis	7341689
124	Hyphopichia_heimii	8923563
125	Lipomyces_suomiensis	9125829
126	Candida_gotoi	9048267
127	Magnusiomyces_tetrasperma	14418416
128	Citeromyces_hawaiiensis	8335333
129	Zygosaccharomyces_kombuchaensis	7375775
130	Blastobotrys_serpentis	8980563
131	Saturnispora_mendoncae	7156730
132	Kodamaea_ohmeri	8248731
133	Yarrowia_lipolytica	9104228
134	Candida_arabinofermentans	8987706
135	Blastobotrys_nivea	9338990
136	Scheffersomyces_lignosus	9470689
137	Hanseniaspora_singularis	6824972
138	Kazachstania_spencerorum	9004584
139	Peterozyma_toletana	9420513
140	Saturnispora_hagleri	7539518
141	Arxula_adeninivorans	8508405
142	Metschnikowia_shivogae	7563067
143	Geotrichum_candidum	10741795
144	Danielozyma_ontarioensis	8183522
145	Yamadazyma_scolyti	8325550
146	Candida_auris	8113595
147	Cyberlindnera_xylosilytica	9527070
148	Barnettozyma_californica	8386570
149	Metschnikowia_proteae	7885542
150	Candida_stellimalicola	7696921
151	Hanseniaspora_pseudoguilliermondii	6520440
152	Candida_intermedia	8594125
153	Candida_carpophila	8125525
154	Brettanomyces_anomalus	8228798
155	Candida_parapsilosis	8774811
156	Candida_tammaniensis	8405340
157	Candida_canberraensis	8656013
158	Cyberlindnera_misumaiensis	7836753
159	Cyberlindnera_saturnus	8794877
160	Ogataea_minuta	7674277
161	Dekkera_bruxellensis	8494676
162	Millerozyma_acaciae	8160438
163	Wickerhamia_fluorescens	8313067
164	Kazachstania_intestinalis	7460085
165	Ascoidea_asiatica	11605462
166	Ambrosiozyma_ambrosiae	9448578
167	Dipodascus_geniculatus	9857730
168	Eremothecium_gossypii	6822483
169	Starmerella_bombicola_JCM9596	6576331
170	Zygosaccharomyces_rouxii	7380989
171	Babjeviella_inositovora	8566210
172	Candida_orba	8145410
173	Lipomyces_japonicus	8787475
174	Starmera_amethionina	8059020
175	Candida_dubliniensis	8966869
176	Tetrapisispora_namnaonensis	8135448
177	Candida_gorgasii	8628315
178	Candida_golubevii	8363122
179	Yarrowia_bubula	9405420
180	Barnettozyma_hawaiiensis	7964025
181	Ogataea_nonfermentans	9100442
182	Barnettozyma_salicaria	8156298
183	Kazachstania_transvaalensis	7997529
184	Tetrapisispora_phaffii	7982802
185	Saccharomycopsis_malanga	9338377
186	Ogataea_henricii	8699950
187	Pichia_heedii	8151404
188	Kazachstania_naganishii	7785098
189	Zygosaccharomyces_bailii	7330239
190	Candida_ponderosae	9814286
191	Naumovozyma_dairenensis	8595773
192	Ambrosiozyma_monospora	12613301
193	Wickerhamomyces_hampshirensis	8590830
194	Hanseniaspora_vinae	7637187
195	Metschnikowia_continentalis	8888418
196	Kazachstania_bromeliacearum	8089116
197	Clavispora_lusitaniae	7828191
198	Pichia_membranifaciens	8586839
199	Debaryomyces_fabryi	8956377
200	Saccharomyces_paradoxus	8245974
201	Priceomyces_medius	8278496
202	Kuraishia_capsulata	8286669
203	Wickerhamiella_cacticola	7366247
204	Saccharomyces_eubayanus	8261033
205	Kazachstania_unispora	8288963
206	Yamadazyma_philogaea	8004011
207	Spathaspora_passalidarum	8871438
208	Kazachstania_solicola	8600896
209	Brettanomyces_custersianus	7985023
210	Saccharomyces_cerevisiae	8788557
211	Hanseniaspora_valbyensis	7054654
212	Ogataea_nitratoaversa	9072971
213	Nakaseomyces_nivariensis	7842558
214	Candida_orthopsilosis	8414721
215	Priceomyces_carsonii	8837438
216	Pichia_terricola	8111150
217	Tetrapisispora_blattae	8659742
218	Blastobotrys_mokoenaii	8472798
219	Citeromyces_siamensis	12445776
220	Meyerozyma_guilliermondii	8239455
221	Candida_mycetangii	8489092
222	Tetrapisispora_iriomotensis	8385702
223	Tortispora_caseinolytica	7029937
224	Zygoascus_meyerae	8161782
225	Cyberlindnera_mrakii	8458974
226	Wickerhamiella_domercqiae	6600636
227	Yamadazyma_nakazawae	8277956
228	Saturnispora_silvae	7089578
229	Candida_heveicola	7954562
230	Ogataea_glucozyma	9040641
231	Wickerhamomyces_alni	8691848
232	Sporopachydermia_lactativora	8696164
233	Ogataea_trehalophila	8923086
234	Ogataea_philodendra	7356257
235	Deakozyma_indianensis	7808655
236	Middelhovenomyces_tepae	8966274
237	Saccharomyces_mikatae	8212791
238	Candida_kruisii	9211842
239	Eremothecium_cymbalariae	6940491
240	Candida_homilentoma	8561970
241	Blastobotrys_americana	8554269
242	Cyberlindnera_fabianii_JCM3601	8494731
243	Candida_hispaniensis	7554811
244	Meyerozyma_caribbica	8188351
245	Candida_cretensis	8318064
246	Candida_athensensis	7795027
247	Lachancea_mirantina	7350163
